,sentences1,sentences2,is_similar
17540,it was almost christmas and we had to decorate the tree ,the people on the ground made sure i was secure ,1
17541,it was almost christmas and we had to decorate the tree ,the musicians take pictures with some fans before the performance ,0
17542,the people on the ground made sure i was secure ,i tried to hang the ornaments but it was too far away ,1
17543,the people on the ground made sure i was secure ,at this fine bar  we hosted a party for our friend ,0
17544,i tried to hang the ornaments but it was too far away ,i finally got a good reach to the top of the tree ,1
17545,i tried to hang the ornaments but it was too far away ,award dinner and presentation for a select few of individualsmost of whom been waiting for recognition in all their efforts and hard work ,0
17546,i finally got a good reach to the top of the tree ,i was aided with the help of a firetruck ,1
17547,i finally got a good reach to the top of the tree ,the family went to a local football game ,0
17548,difficult food decisions for the little one ,comfort food  so old fashioned and good ,1
17549,difficult food decisions for the little one ,many people showed up in remembrance of the soldier ,0
17550,comfort food  so old fashioned and good , female  pie always hits the spot ,1
17551,comfort food  so old fashioned and good ,the cat sat in the driveway looking sad ,0
17552, female  pie always hits the spot ,the day was ending on the church social ,1
17553, female  pie always hits the spot ,as the sun was setting yesterday i knew i was really far from the restaurant ,0
17554,the day was ending on the church social ,after a busy day of fun and eating  some were already tired ,1
17555,the day was ending on the church social , male  decided he had to go to location location for mardi gras ,0
17556,a parade marking an election in location ,people watch what is going on below ,1
17557,a parade marking an election in location , female  loves to ride her bike ,0
17558,people watch what is going on below ,reporters and photographers are on hand to capture the moment ,1
17559,people watch what is going on below ,i rode my bicycle to comic con ,0
17560,reporters and photographers are on hand to capture the moment ,various people milling about on the sidewalk ,1
17561,reporters and photographers are on hand to capture the moment ,everyone was excited for today s wedding ,0
17562,various people milling about on the sidewalk ,a man holding a sign during the parade ,1
17563,various people milling about on the sidewalk ,governor  male  had an event scheduled ,0
17564,it was a great day to attend the auto show outdoors ,first we saw this ferrari pull up ,1
17565,it was a great day to attend the auto show outdoors ,top o  the morning to you ,0
17566,first we saw this ferrari pull up ,then out of nowhere comes another ferrari ,1
17567,first we saw this ferrari pull up ,she does nt want to share her candy with her little brother before she goes to school ,0
17568,then out of nowhere comes another ferrari ,this lamborghini really stole the show ,1
17569,then out of nowhere comes another ferrari ,we set up the tables for the halloween party ,0
17570,this lamborghini really stole the show ,our favorite however  was this white organization ,1
17571,this lamborghini really stole the show , female  with her cat before the photo shoot with her friends ,0
17572,our favorite however  was this white organization ,what a car ,1
17573,our favorite however  was this white organization ,the woman had completed her program and was celebrating her graduation from the art university ,0
17574,everybody s packed for the trip ,kids are in the car and ready to go ,1
17575,everybody s packed for the trip ,the street vendor is selling some snacks ,0
17576,kids are in the car and ready to go ,we dropped the rental off and  male  got a picture next to the car ,1
17577,kids are in the car and ready to go ,i ten bars at a local pub ,0
17578,we dropped the rental off and  male  got a picture next to the car , male  asked us if this was our plane ,1
17579,we dropped the rental off and  male  got a picture next to the car ,my favorite time of the year is when the leaves begin to turn colors ,0
17580, male  asked us if this was our plane ,we spent the night in the hotel after a long day of travel ,1
17581, male  asked us if this was our plane ,i went to see a play about relationships ,0
17582,there was once a breaking news story that happened at this exact location ,so the news truck rolled up and started setting up ,1
17583,there was once a breaking news story that happened at this exact location ,the basketball game was a lot of fun yesterday ,0
17584,so the news truck rolled up and started setting up ,and the reporter showed up to start filming ,1
17585,so the news truck rolled up and started setting up ,the hawk soared majestically  giving us a sense of awe ,0
17586,and the reporter showed up to start filming ,soon a whole crowd gathered around to see what was happening ,1
17587,and the reporter showed up to start filming ,the stormtroopers took two kids hostage ,0
17588,soon a whole crowd gathered around to see what was happening ,so they were incorporated into the news story ,1
17589,soon a whole crowd gathered around to see what was happening ,at this years rally i was on that was to be honored ,0
17590,some of the artwork that were being auctioned were put on display on the wells ,my friend really liked the portrait of a lady ,1
17591,some of the artwork that were being auctioned were put on display on the wells ,a parade marking an election in location ,0
17592,my friend really liked the portrait of a lady ,we were given free wine and got to mingle with some of the other people at the auction ,1
17593,my friend really liked the portrait of a lady ,the pumpkins were laying on the porch ,0
17594,we were given free wine and got to mingle with some of the other people at the auction ,it started soon after and everyone sat down ,1
17595,we were given free wine and got to mingle with some of the other people at the auction ,there were many funs times at the party and tattoos were shown off ,0
17596,it started soon after and everyone sat down ,the bidding for pieces were very friendly and everyone had a good time ,1
17597,it started soon after and everyone sat down , male  bear and his sister   female  bunny  were very lucky children with wonderful toys ,0
17598,large mushrooms cascaded down the old tree stump ,a dragon fly rested on a leaf over the water ,1
17599,large mushrooms cascaded down the old tree stump ,my first thanksgiving turkey looks good ,0
17600,a dragon fly rested on a leaf over the water ,the waterlilies were beginning to bloom ,1
17601,a dragon fly rested on a leaf over the water ,the girls bought pizza from the concession stand ,0
17602,the waterlilies were beginning to bloom ,the road had lush greenery on both side ,1
17603,the waterlilies were beginning to bloom ,my two friends   female  and  female   laughing at my story ,0
17604,the road had lush greenery on both side ,a family of ducks ate their morning meal ,1
17605,the road had lush greenery on both side ,we went to the syrup festival the kids got to eat pancakes there was also a demonstration on how syrup is made we got a tour of the woods and it ended in the production lab,0
17606,outside of the memorial park  there was an event going on ,there was a fundraiser in which a lot of people gathered around ,1
17607,outside of the memorial park  there was an event going on ,i hate halloween parties ,0
17608,there was a fundraiser in which a lot of people gathered around ,many small activities were going on which involved the whole community ,1
17609,there was a fundraiser in which a lot of people gathered around ,the group is gathering for a protest ,0
17610,many small activities were going on which involved the whole community ,it was right outside this building right here ,1
17611,many small activities were going on which involved the whole community ,my beautiful sister and her fiancee were finally able to be married thanks to the organization organization organization ,0
17612,it was right outside this building right here ,many people passed by  but also looked at what was going on ,1
17613,it was right outside this building right here ,the amount of pictures to view from the cruise was overwhelming ,0
17614,we stumbled upon some piece of art  a man and his beer ,boots are the perfect addition to a man s wardrobe ,1
17615,we stumbled upon some piece of art  a man and his beer ,it was a day of excitement at the track ,0
17616,boots are the perfect addition to a man s wardrobe ,next  we moved on to more  cutesy pieces ,1
17617,boots are the perfect addition to a man s wardrobe ,the tour de location is the most popular sporting event in the world ,0
17618,next  we moved on to more  cutesy pieces ,it s christmas in july  the mother exclaimed ,1
17619,next  we moved on to more  cutesy pieces ,we took a walk through a historic park ,0
17620,it s christmas in july  the mother exclaimed ,it seems we made a wrong turn and ended up in the ghetto ,1
17621,it s christmas in july  the mother exclaimed ,our high school team made it to the championship ,0
17622,we are so proud of our pumpkins ,even the dog enjoyed them ,1
17623,we are so proud of our pumpkins ,repairs and renovations were needed for the rv ,0
17624,even the dog enjoyed them ,some of the pumpkins looked funny ,1
17625,even the dog enjoyed them ,there were people around and they showed the boys things ,0
17626,some of the pumpkins looked funny ,the dogs always enjoy jumping in the pool ,1
17627,some of the pumpkins looked funny ,getting ready for halloween  sure to scare for some candy right after getting some loot the bag nearly filled up with the loot unloading the spoils what to do with all this candy ,0
17628,the dogs always enjoy jumping in the pool ,at night time when the pumpkins are all lit up they look amazing ,1
17629,the dogs always enjoy jumping in the pool ,yesterday  i went over to my friend  female  s house to have lunch and hang out ,0
17630,the nightclub was filled to capacity ,the band took the stage and started to play ,1
17631,the nightclub was filled to capacity ,it was a great day to attend the auto show outdoors ,0
17632,the band took the stage and started to play ,there was a balcony overlooking the crowd ,1
17633,the band took the stage and started to play ,the city s annual beer festival kicked on friday night ,0
17634,there was a balcony overlooking the crowd ,the band started playing their favorite song ,1
17635,there was a balcony overlooking the crowd ,they were doing a fun talk on items from history ,0
17636,the band started playing their favorite song ,a view to the balcony before the night ended ,1
17637,the band started playing their favorite song ,we waited as the theatre filled ,0
17638, male  thought it would be funny to play with the local pigs with his new toy ,the pigs were annoyed by the bubbles and started to squeal loudly at the commotion  male  caused ,1
17639, male  thought it would be funny to play with the local pigs with his new toy ,we had a lovely dinner at a nearby winery this weekend ,0
17640,the pigs were annoyed by the bubbles and started to squeal loudly at the commotion  male  caused , male  s friends could nt stand the loud pig noises and told him to stop ,1
17641,the pigs were annoyed by the bubbles and started to squeal loudly at the commotion  male  caused ,i went to the skate park yesterday ,0
17642, male  s friends could nt stand the loud pig noises and told him to stop ,to escape the pig noises   male  and his friends decided to travel along the farmland  but got lost in a field of plants ,1
17643, male  s friends could nt stand the loud pig noises and told him to stop ,i visited an old castle ,0
17644,to escape the pig noises   male  and his friends decided to travel along the farmland  but got lost in a field of plants ,they met up with two woman who were also lost in the field and the two groups had no choice but to survive together until help could arrive ,1
17645,to escape the pig noises   male  and his friends decided to travel along the farmland  but got lost in a field of plants ,papa  male  sat around puffing on a cigar and drinking a can of beer ,0
17646,we got dressed in uniform for the debriefing ,the officers asked there questions of me and i answered ,1
17647,we got dressed in uniform for the debriefing ,after many years of working as a waitress during the day and going to school at night  today was her time to shine ,0
17648,the officers asked there questions of me and i answered ,i said my piece and took a seat ,1
17649,the officers asked there questions of me and i answered ,he made a board for them ,0
17650,i said my piece and took a seat ,they did what they always do and told me how it is ,1
17651,i said my piece and took a seat ,an mc takes the stage to talk on the microphone ,0
17652,they did what they always do and told me how it is ,i said what needed to be said and left the room ,1
17653,they did what they always do and told me how it is ,two friend play guitar at the party ,0
17654,yesterday was my graduation from school and my friend helped me get dressed ,i was all set to go with my assistant dog ,1
17655,yesterday was my graduation from school and my friend helped me get dressed ,this child was so happy to play outside ,0
17656,i was all set to go with my assistant dog ,he wore a bright red harness to let everyone know he was working to help me with my ceremony ,1
17657,i was all set to go with my assistant dog ,our company had a tech open house the ceo talked about the future there was alot of buzz about the announcement there were demonstrations everyone had a great time learning about new products,0
17658,he wore a bright red harness to let everyone know he was working to help me with my ceremony ,he looked some handsome in his working vest ,1
17659,he wore a bright red harness to let everyone know he was working to help me with my ceremony ,yesterday we went to visit the convention center ,0
17660,he looked some handsome in his working vest ,the ceremony was beautiful and we all had a good time ,1
17661,he looked some handsome in his working vest ,a military graduation is a special event ,0
17662,the organization organization organization graduation happened today ,i attended to see a lot of people be happy ,1
17663,the organization organization organization graduation happened today ,the come up presented shad last night ,0
17664,i attended to see a lot of people be happy ,parents were smiling from ear to ear the whole time ,1
17665,i attended to see a lot of people be happy ,we had a party at my place of employment ,0
17666,parents were smiling from ear to ear the whole time ,some people came very dressed up for the occasion ,1
17667,parents were smiling from ear to ear the whole time ,everything at the wedding was so tastefully done ,0
17668,some people came very dressed up for the occasion ,best friends posed for one of the last times they will see each other ,1
17669,some people came very dressed up for the occasion ,today we decided to take a hike ,0
17670,i love the view from my hotel room ,i can see lots of famous buildings and i  m located in the center of town ,1
17671,i love the view from my hotel room ,the couple decided they wanted a pirate themed wedding  so the bride and groom dressed up like pirates  and they got married by the water like pirates do ,0
17672,i can see lots of famous buildings and i  m located in the center of town ,my favorite structure is this tower ,1
17673,i can see lots of famous buildings and i  m located in the center of town ,the city was pretty at night and had a merry go round too ,0
17674,my favorite structure is this tower ,unfortunately today i have not solemn plans on my agenda ,1
17675,my favorite structure is this tower ,marching is important to the military ,0
17676,unfortunately today i have not solemn plans on my agenda ,paying a visit to the graveyards of soldiers that fought for our county ,1
17677,unfortunately today i have not solemn plans on my agenda ,the committee meeting had a great turnout ,0
17678,teamwork was key ,in everything that required more than one ,1
17679,teamwork was key ,it was a great day to go shopping outside ,0
17680,in everything that required more than one ,working together to achieve a common goal ,1
17681,in everything that required more than one ,halloween at work was always fun because of the amazing costumes people wore  like the boss as a blue fairy ,0
17682,working together to achieve a common goal ,the oracle knew that ,1
17683,working together to achieve a common goal ,they were celebrating their 20th wedding anniversary ,0
17684,the oracle knew that ,and these guys were one of the best teams they d ever had ,1
17685,the oracle knew that ,pepper found her way home ,0
17686, male  made a funny cookie at the halloween party ,a more conventionally decorated cookie ,1
17687, male  made a funny cookie at the halloween party ,a nice couple having fun on vacation in a foreign country ,0
17688,a more conventionally decorated cookie ,the organization organization would be very proud ,1
17689,a more conventionally decorated cookie ,the band was performing tonight ,0
17690,the organization organization would be very proud ,a spooky cookie to go with the rest of the night ,1
17691,the organization organization would be very proud ,cycling is very popular in our city ,0
17692,a spooky cookie to go with the rest of the night ,a collection of very well decorated cookies from the halloween party ,1
17693,a spooky cookie to go with the rest of the night ,we came out to celebrate our uncle s 1 year sobriety this afternoon ,0
17694,costume time at our favorite bar  we made sure our costumes were extra lame ,some of our friends went out as drunkards  that s right  drunkards ,1
17695,costume time at our favorite bar  we made sure our costumes were extra lame ,the whole family met at their favorite restaurant ,0
17696,some of our friends went out as drunkards  that s right  drunkards ,we put on our best shitty selfie faces whenever our pictures were taken ,1
17697,some of our friends went out as drunkards  that s right  drunkards ,the man did not look pleasd as he gave a speech ,0
17698,we put on our best shitty selfie faces whenever our pictures were taken ,this guy s  male  simpson was really shitty  it was kinda scary ,1
17699,we put on our best shitty selfie faces whenever our pictures were taken ,my husband and i bought a new house for our family ,0
17700,this guy s  male  simpson was really shitty  it was kinda scary ,but  at least we got to see a creepy frankenstein and an old dude ,1
17701,this guy s  male  simpson was really shitty  it was kinda scary ,the man stood waiting during the graduating ceremony ,0
17702,guess what today was ,my birthday ,1
17703,guess what today was ,the bride and groom walked back down the aisle as husband and wife and headed out to the reception ,0
17704,my birthday ,21st birthday at the bar ,1
17705,my birthday ,here we are stopping for a rest trying to figure out what this is  but it s amazing ,0
17706,21st birthday at the bar ,i had a shot glass around my neck ,1
17707,21st birthday at the bar ,check out our new vacation house by the lake ,0
17708,i had a shot glass around my neck ,friends were having a good time ,1
17709,i had a shot glass around my neck ,my dad took me to the baseball game because i made good grades ,0
17710,friends were having a good time ,it was the best birthday ever ,1
17711,friends were having a good time ,participating in the st   male  s day dash run ,0
17712,today the committee of rules is meeting ,they are going to be hearing from 4 people today in 4 cases ,1
17713,today the committee of rules is meeting ,you can explore a whole new world as a new character in video games ,0
17714,they are going to be hearing from 4 people today in 4 cases ,this is the first time they are meeting in 2 months so they have a lot to discuss ,1
17715,they are going to be hearing from 4 people today in 4 cases ,some friends got together for a house party ,0
17716,this is the first time they are meeting in 2 months so they have a lot to discuss ,it is also going to be taped for public tv ,1
17717,this is the first time they are meeting in 2 months so they have a lot to discuss ,fido is a little nervous since the humans seem to be behaving a little strangely ,0
17718,it is also going to be taped for public tv ,the committee sits down to begin hearing cases ,1
17719,it is also going to be taped for public tv ,we went on a tour in location and saw some really interesting people there ,0
17720,this is a memorial to our fallen soldiers ,my brother  male  is buried here ,1
17721,this is a memorial to our fallen soldiers ,he was nervous  however  he entered the stage ,0
17722,my brother  male  is buried here ,today was the anniversary of his funeral ,1
17723,my brother  male  is buried here ,today was my birthday and my whole family was there ,0
17724,today was the anniversary of his funeral ,jospeh had a friend named  male  ,1
17725,today was the anniversary of his funeral ,they took a lot of pictures ,0
17726,jospeh had a friend named  male  , male  was buried here also ,1
17727,jospeh had a friend named  male  ,i made a special cake for my friend for his birthday ,0
17728, male  was buried here also ,this is very sad ,1
17729, male  was buried here also ,another day at work ,0
17730,this is very sad ,jospeh and  male  worked with a dog named blackie ,1
17731,this is very sad ,its christmas time and everyone is opening gifts ,0
17732,jospeh and  male  worked with a dog named blackie ,blackie was buried along side them ,1
17733,jospeh and  male  worked with a dog named blackie ,my brother went out to buy all the liquor for his roommate s birthday ,0
17734,blackie was buried along side them , male  washington overlooks this cemetery ,1
17735,blackie was buried along side them ,a father with his daughter and son ,0
17736, male  washington overlooks this cemetery ,he was also buried here ,1
17737, male  washington overlooks this cemetery ,there was all kinds of good food at the market ,0
17738,the conference was being prepared for the people to arrive ,the guests were greeted by a couple of presenters ,1
17739,the conference was being prepared for the people to arrive ,the god of fog and mist was angry ,0
17740,the guests were greeted by a couple of presenters ,the crowd greeted each other as they arrived ,1
17741,the guests were greeted by a couple of presenters ,it was my birthday today ,0
17742,the crowd greeted each other as they arrived ,then lectures were given at the conference ,1
17743,the crowd greeted each other as they arrived ,everyone took their seats in the auditorium before the speech ,0
17744,then lectures were given at the conference ,after each lecture  they took questions from the audience ,1
17745,then lectures were given at the conference ,the scenery on the road is peaceful and quiet ,0
17746,we invited the family over for a crab boil ,the kids sat around  useless as usual  as the adults did the work ,1
17747,we invited the family over for a crab boil ,my dream of being on the football field finally came true ,0
17748,the kids sat around  useless as usual  as the adults did the work ,my mother sat with the baby most of the time ,1
17749,the kids sat around  useless as usual  as the adults did the work , male  and  male  are throwing a party ,0
17750,my mother sat with the baby most of the time ,the dog got antsy and started sniffing around for food ,1
17751,my mother sat with the baby most of the time ,the night here was cold but pleasant after the snowstorm ,0
17752,the dog got antsy and started sniffing around for food ,then we loaded the crabs in the pan and prepared them for cooking ,1
17753,the dog got antsy and started sniffing around for food ,the ambassadors funeral had was a grand scene  many people turned out for his final farewell ,0
17754,it was a beautiful sunday morning  everyone was walking to church ,inside everything was ready for the congregation ,1
17755,it was a beautiful sunday morning  everyone was walking to church ,the truck was orange and rusted ,0
17756,inside everything was ready for the congregation ,the people headed to their seats ,1
17757,inside everything was ready for the congregation ,this was a very eerie yet beautiful place to take photos these old gravestones are surreal but captivating ,0
17758,the people headed to their seats ,the pulpit was ready and waiting for the preacher ,1
17759,the people headed to their seats ,the family has a house on the lake they visit every year on vacation ,0
17760,the pulpit was ready and waiting for the preacher ,after the service  everyone headed home ,1
17761,the pulpit was ready and waiting for the preacher ,there are many types of horns and bone ,0
17762,today i took my best friend to the park to play ,all the flowers were in bloom ,1
17763,today i took my best friend to the park to play ,i volunteered at our special olympics competition ,0
17764,all the flowers were in bloom ,we spent some time just hanging out ,1
17765,all the flowers were in bloom ,mr  stoker arrived in his grey passenger vehicle  adorned with custom plates and inane stickers ,0
17766,we spent some time just hanging out ,i got to enjoy the beautiful trees ,1
17767,we spent some time just hanging out ,the place was gorgeous from the outside ,0
17768,i got to enjoy the beautiful trees ,then he helped me cross the street home ,1
17769,i got to enjoy the beautiful trees ,i went to see a play about relationships ,0
17770,not much has changed in this charming city ,the buildings are old ,1
17771,not much has changed in this charming city ,busted surfing porn ,0
17772,the buildings are old ,there are old  fashioned phone booths still hanging around ,1
17773,the buildings are old ,the museum was my favorite part of the trip ,0
17774,there are old  fashioned phone booths still hanging around ,the markets are set up in an old fashioned way ,1
17775,there are old  fashioned phone booths still hanging around ,our visit to the zoo was quite a huge treat ,0
17776,the markets are set up in an old fashioned way ,they sell fresh fruits and vegetables ,1
17777,the markets are set up in an old fashioned way ,everyone s bike was set up for the journey ,0
17778,they sell fresh fruits and vegetables ,yet  there are still modern  looking areas of the city ,1
17779,they sell fresh fruits and vegetables ,this town was famous  well kind of ,0
17780,my husband helped out putting up the towns christmas tree ,it took all morning just to get it into place ,1
17781,my husband helped out putting up the towns christmas tree , male  arrived with the salmon and steaks ,0
17782,it took all morning just to get it into place ,they had to call the fire dept in for back up to help raise it ,1
17783,it took all morning just to get it into place ,the kids were excited about the first day of swim team ,0
17784,they had to call the fire dept in for back up to help raise it ,my son could care less about the big tree ,1
17785,they had to call the fire dept in for back up to help raise it ,there were not a lot of people on the street today ,0
17786,my son could care less about the big tree ,my husband got to climb the fire truck ladder and fix the top of the tree ,1
17787,my son could care less about the big tree ,the bee team was hard at work today ,0
17788,demonstration  inspection for the higher ups at our operating base ,the officers walk by while we stand at attention in the heat with our equipment on ,1
17789,demonstration  inspection for the higher ups at our operating base ,this year  we got  female  a wonder woman costume for her birthday ,0
17790,the officers walk by while we stand at attention in the heat with our equipment on ,the pr guy tries to remember what is next on the schedule to show to the bosses ,1
17791,the officers walk by while we stand at attention in the heat with our equipment on ,i went hiking with my boyfriend today in the national park ,0
17792,the pr guy tries to remember what is next on the schedule to show to the bosses ,our attention wanders while we wait ,1
17793,the pr guy tries to remember what is next on the schedule to show to the bosses ,i went to the bookstore yesterday ,0
17794,our attention wanders while we wait ,the officers take advantage of the delay in the proceedings and go inside where it is air conditioned ,1
17795,our attention wanders while we wait , female  came to visit ,0
17796,we travel to the wild once we go there we can see the flowers ,then we start to walk across the bridge then we reach the other side ,1
17797,we travel to the wild once we go there we can see the flowers ,the celebration began with  male  in a blue shirt ,0
17798,then we start to walk across the bridge then we reach the other side ,finally we get to a cave ,1
17799,then we start to walk across the bridge then we reach the other side ,the president continued his tours of the maldive islands  stopping at tiny pots to give speeches ,0
17800,grandma  female  s birthday was sunday ,she was really happy that her grandson  male  was in the area and made it to the little gathering ,1
17801,grandma  female  s birthday was sunday ,a view of our bed and breakfast from the hillside ,0
17802,she was really happy that her grandson  male  was in the area and made it to the little gathering , male  is a pro wrestler and is quite the villain on tv ,1
17803,she was really happy that her grandson  male  was in the area and made it to the little gathering ,i invited all of my friends to my house for the halloween party ,0
17804, male  is a pro wrestler and is quite the villain on tv ,but here was family  he was just one of the guys ,1
17805, male  is a pro wrestler and is quite the villain on tv ,the celebration began with  male  in a blue shirt ,0
17806,but here was family  he was just one of the guys ,and everyone seemed to love him  heel or not ,1
17807,but here was family  he was just one of the guys ,the food is ready and smelling so good ,0
17808,last weekend was home coming weekend for our school ,it was the weekend were all the alumni came to watch the games ,1
17809,last weekend was home coming weekend for our school ,we had our family over for dinner last night ,0
17810,it was the weekend were all the alumni came to watch the games ,everyone gathered for the reunion ,1
17811,it was the weekend were all the alumni came to watch the games ,the old bridge was visited by someone that had a lot of dolls and a vine tattoo on their arm ,0
17812,everyone gathered for the reunion ,they had a party with drinks and food afterwards ,1
17813,everyone gathered for the reunion ,the family went bowling last night mom went up first and scored a ton of points ,0
17814,they had a party with drinks and food afterwards ,everyone was so happy to see each other again ,1
17815,they had a party with drinks and food afterwards ,a dj gets ready to perform ,0
17816,costume parties bring out all kinds of interesting costumes ,lots of snacks are provided for the party goers ,1
17817,costume parties bring out all kinds of interesting costumes ,yesterday after i was bored so i called all of my friends to come over ,0
17818,lots of snacks are provided for the party goers ,some partiers put on lots of make up to compliment their costumes ,1
17819,lots of snacks are provided for the party goers ,was headed to my friends house and noticed the sky looks alittle cloudyhope it does nt rain ,0
17820,some partiers put on lots of make up to compliment their costumes ,the venue is often decorated to be spooky and dark ,1
17821,some partiers put on lots of make up to compliment their costumes ,my son plays soccer for his school team  st   male   male  ,0
17822,the venue is often decorated to be spooky and dark ,however all of the party goers have a great time ,1
17823,the venue is often decorated to be spooky and dark ,at the wedding  the bride and groom had a knife that was symbolic of the groom s family line ,0
17824,it was the day my boy graduated ,i kept the pamphlet that had his name in it ,1
17825,it was the day my boy graduated ,our trip to the festival made us all so excited ,0
17826,i kept the pamphlet that had his name in it ,the faculty congratulated my boy on his work ,1
17827,i kept the pamphlet that had his name in it ,time for a parade to let everyone know that we have dreams ,0
17828,the faculty congratulated my boy on his work ,he looked so proud on that stage ,1
17829,the faculty congratulated my boy on his work ,the bee team was hard at work today ,0
17830,he looked so proud on that stage ,i hope that his smile lasts long into his adulthood ,1
17831,he looked so proud on that stage ,we decorated a little bit for halloween ,0
17832,each of these guitars cost  2000 ,the band dazzled the crowd with music and special effects ,1
17833,each of these guitars cost  2000 ,the guests met up after the wedding ceremony ,0
17834,the band dazzled the crowd with music and special effects , male  gumfrey sang his heart out that night ,1
17835,the band dazzled the crowd with music and special effects ,married couple and family gather and take a picture kids take picture with mom and dad all the family gather and take picture together bride very happy on her wedding day bride and husband get in the car and ready to start their married lifes,0
17836, male  gumfrey sang his heart out that night ,this performer was amazing  she danced as the music played in the background ,1
17837, male  gumfrey sang his heart out that night ,several people showed up for the lawn game party ,0
17838,this performer was amazing  she danced as the music played in the background , male  sang a song without music that had everyone crying ,1
17839,this performer was amazing  she danced as the music played in the background ,nature walks are a good way for children to get exercise and learn about the world around them ,0
17840,this is my uncle at his rehearsal dinner ,and here he is with his almost  wife ,1
17841,this is my uncle at his rehearsal dinner ,looking pensive the chap gazed as he was looking into a far distant land while sporting a clover on his left cheek ,0
17842,and here he is with his almost  wife ,i  m so excited that she s joining our family ,1
17843,and here he is with his almost  wife ,a group of friends decided to take a road trip through location location ,0
17844,i  m so excited that she s joining our family ,it was hard to get pictures during the wedding  but here they are ,1
17845,i  m so excited that she s joining our family ,we had a lot of work to do today ,0
17846,it was hard to get pictures during the wedding  but here they are ,heading down the aisle seconds after being named husband and wife ,1
17847,it was hard to get pictures during the wedding  but here they are ,it was a bit of a walk ,0
17848,heading down the aisle seconds after being named husband and wife ,the reception was awesome and we had a great time ,1
17849,heading down the aisle seconds after being named husband and wife , male  and  female  s wedding was a very casual affair ,0
17850,when i got back from work there was a lot of people in my apartment ,they had a surprise halloween party for me ,1
17851,when i got back from work there was a lot of people in my apartment ,my dad and i went hiking last weekend ,0
17852,they had a surprise halloween party for me ,they were all very happy to see me ,1
17853,they had a surprise halloween party for me ,robotech has been around for a while ,0
17854,they were all very happy to see me ,some people had some great costumes ,1
17855,they were all very happy to see me ,we went to an technology show ,0
17856,some people had some great costumes ,i was really happy they threw the party ,1
17857,some people had some great costumes ,there was a wedding ceremony outside of manhattan ,0
17858,there were lots of cars ,they were blurry ,1
17859,there were lots of cars ,we spent the day out at the markets and saw some amazing sculptures ,0
17860,they were blurry ,there was a lake ,1
17861,they were blurry ,i rode the train in to the city one fall day ,0
17862,there was a lake ,the tree fell in the lake ,1
17863,there was a lake ,the day began with a modicum of excitement ,0
17864,the tree fell in the lake ,i saw a spider too ,1
17865,the tree fell in the lake ,we attended a kid s play date at which the children were initially wary of each other ,0
17866,some people wore fancy clothes ,others did not ,1
17867,some people wore fancy clothes ,there was a hawaiian bbq contest at the park this weekend ,0
17868,others did not ,he was so mad he threw her out ,1
17869,others did not ,he could nt wait to get out on the lake with his family ,0
17870,he was so mad he threw her out ,she needed an escort ,1
17871,he was so mad he threw her out ,everybody s packed for the trip ,0
17872,she needed an escort ,at least she had cute shoes ,1
17873,she needed an escort ,just a get together  everyone s so happy ,0
17874,the night is illuminated with the full moon ,the people gather today to sit down for a meal ,1
17875,the night is illuminated with the full moon ,the bride doing her hair for her wedding day ,0
17876,the people gather today to sit down for a meal ,they  ve all ordered food and are now waiting for the waitress ,1
17877,the people gather today to sit down for a meal ,i went on vacation last year ,0
17878,they  ve all ordered food and are now waiting for the waitress ,as they waited they took a picture of the sign overhead ,1
17879,they  ve all ordered food and are now waiting for the waitress ,people gather waiting for the fireworks to start when the sun goes down ,0
17880,as they waited they took a picture of the sign overhead ,the meal finally arrived  and it looks delicious ,1
17881,as they waited they took a picture of the sign overhead , female  was embarking on a day of accumulating some more of her photographic art ,0
17882,the market was having a huge sale today  so the workers expected a lot of people to drive by ,before they opened  they set out all of their produce  and made sure there were signs explaining how the sale worked ,1
17883,the market was having a huge sale today  so the workers expected a lot of people to drive by ,everyone was arriving to the cvent kick  off ,0
17884,before they opened  they set out all of their produce  and made sure there were signs explaining how the sale worked ,finally  people started showing up  and the sale was a great hit ,1
17885,before they opened  they set out all of their produce  and made sure there were signs explaining how the sale worked ,a snow storm arrived ,0
17886,the school for urban planning and architecture had their graduation on  female  3rd of 2011 ,there were several students were that graduated with honors ,1
17887,the school for urban planning and architecture had their graduation on  female  3rd of 2011 ,it was my birthday today ,0
17888,there were several students were that graduated with honors ,the students came up and received their diplomas ,1
17889,there were several students were that graduated with honors ,the day started innocently enough on the swing ,0
17890,the students came up and received their diplomas ,they walked across the stage proud  and reflected on the knowledge they gained at school ,1
17891,the students came up and received their diplomas ,on our disney family vacation last year we attended the  male  s very merry christmas party ,0
17892,my mother hand made these trinkets to sell at the annual arts and crafts fair ,this particular piece took her 72 hours to make ,1
17893,my mother hand made these trinkets to sell at the annual arts and crafts fair ,my sister had a huge day yesterday downtown ,0
17894,this particular piece took her 72 hours to make ,the train set she got help with from dad  as it requires some wood work ,1
17895,this particular piece took her 72 hours to make ,today  we went to help spruce up the town by planting small trees along the road ,0
17896,the train set she got help with from dad  as it requires some wood work ,dad is planning to take this along to the fair  while it is not hand made  he hopes that somebody will be interested ,1
17897,the train set she got help with from dad  as it requires some wood work ,christmas is near and these guys want to put lights on the tree ,0
17898,dad is planning to take this along to the fair  while it is not hand made  he hopes that somebody will be interested ,my mom made this for my brother  she still has it  and is debating of to take it to the fair ,1
