,sentences1,sentences2,is_similar
19734,my friends and i had an,we had snacks and appetizers,1
19735,my friends and i had an,had the of holding,0
19736,we had snacks and appetizers,we cake,1
19737,we had snacks and appetizers,male decided to have a pumpkin carving contest,0
19738,we cake,at,1
19739,we cake,mom decided to take her daughter,0
19740,at,everybody had a blast,1
19741,at,it was the big wedding day,0
19742,first we sent the out with grandma,the real fun began,1
19743,first we sent the out with grandma,my sister  female got married,0
19744,the real fun began,my wife and i had a fight,1
19745,the real fun began,protest going on for equality health care,0
19746,my wife and i had a fight,my brother was making a weird brew,1
19747,my wife and i had a fight,bride got and is ready to get married,0
19748,my brother was making a weird brew,my wife s brother was doing smoke tricks in the kitchen,1
19749,my brother was making a weird brew,my band played,0
19750,my wife s brother was doing smoke tricks in the kitchen,what a fun halloween party,1
19751,my wife s brother was doing smoke tricks in the kitchen,a church was an odd place,0
19752,i went for walk,were,1
19753,i went for walk,everyone was gathered at my best friend s house,0
19754,were,was the market,1
19755,were,we turned our house into a spool,0
19756,was the market,they sell unique things,1
19757,was the market,the family came over for dinner,0
19758,they sell unique things,i stopped to grab some food,1
19759,they sell unique things,our first to location,0
19760,i stopped to grab some food,i decided to leave well,1
19761,i stopped to grab some food,the table was filled with,0
19762,the kids banded to make a train out of wood,everyone used precautions,1
19763,the kids banded to make a train out of wood,everyone was excited to watch the race,0
19764,everyone used precautions,the kids were allowed to decorate the inside s cars,1
19765,everyone used precautions,the lake house had a little dock for the boat,0
19766,the kids were allowed to decorate the inside s cars,this made for a son activity,1
19767,the kids were allowed to decorate the inside s cars,the day began looking  fancy buildings,0
19768,this made for a son activity,the kids got to ride the train,1
19769,this made for a son activity,the fireworks display was so,0
19770,the kids got to ride the train,choo,1
19771,the kids got to ride the train,model  she loved showing off her body,0
19772,they paused take a picture,he took a picture of his best friends,1
19773,they paused take a picture,the leaves on the trees were starting to change colors,0
19774,he took a picture of his best friends,they are headed out to the show,1
19775,he took a picture of his best friends,there was food  but nobody,0
19776,they are headed out to the show,the lights were exciting to end the night,1
19777,they are headed out to the show,i needed to get a good picture principle for the,0
19778,the group had a celebration,the room was decorated with balloons,1
19779,the group had a celebration,the man is smiling at the camera,0
19780,the room was decorated with balloons,the cake was enjoyed,1
19781,the room was decorated with balloons,is here,0
19782,another day,these cords need untangled,1
19783,another day,we landed at the airport on a snowy day,0
19784,these cords need untangled,needed untangled,1
19785,these cords need untangled,took her family on a vacation,0
19786,needed untangled,was making progress,1
19787,needed untangled,soldiers coming into a place of worship to carry on tradition,0
19788,was making progress,just time,1
19789,was making progress,we had an ceremony for the seniors,0
19790,the kids showing up for school,it today,1
19791,the kids showing up for school,the beach party was crazy,0
19792,it today,did nt want another picture  but she s just so cute,1
19793,it today,my family took trip to see the terminal marketplace,0
19794,did nt want another picture  but she s just so cute,he s waiting for  female,1
19795,did nt want another picture  but she s just so cute,the friends were having a party,0
19796,he s waiting for  female,he misses her,1
19797,he s waiting for  female,walking was he,0
19798,fido is a nervous,fido has never seen a group,1
19799,fido is a nervous,some historic items are displayed,0
19800,fido has never seen a group,he is even more nervous,1
19801,fido has never seen a group,so much to see and i,0
19802,he is even more nervous,the hot blond does to settle fido s nerves,1
19803,he is even more nervous,we set up the birthday banner,0
19804,the hot blond does to settle fido s nerves,fido is frozen,1
19805,the hot blond does to settle fido s nerves,the happy couple met up in the afternoon to grab lunch downtown,0
19806,fido is frozen,he does nt feel fear,1
19807,fido is frozen,mother son,0
19808,he does nt feel fear,he begins to relax,1
19809,he does nt feel fear,we went to a local market,0
19810,a vintage advertisement for a school,there were nurses training in an room,1
19811,a vintage advertisement for a school,a lodge marked the location of a deep,0
19812,there were nurses training in an room,there was a vintage advertisement,1
19813,there were nurses training in an room,the market was having a huge sale,0
19814,there was a vintage advertisement,there were advertisements for contraptions like machines,1
19815,there was a vintage advertisement,my father decorated his front porch,0
19816,there were advertisements for contraptions like machines,there was a souvenir spoon,1
19817,there were advertisements for contraptions like machines,there is a long drive to the party,0
19818,the wedding day had arrived ,the bride did nt want to wear a wedding gown,1
19819,the wedding day had arrived ,tonight was a fun night,0
19820,the bride did nt want to wear a wedding gown,a nice group photo is taken,1
19821,the bride did nt want to wear a wedding gown,i took some photos of the signs,0
19822,a nice group photo is taken,enjoy some of our wedding,1
19823,a nice group photo is taken,walls had to be plastered,0
19824,enjoy some of our wedding,a toast to years of happiness for the new couple,1
19825,enjoy some of our wedding,the family decided to decorate pumpkins,0
19826,we to buy some food,smelled good walking,1
19827,smelled good walking,every nearby place had their menus set up,1
19828,smelled good walking,need to have a snack,0
19829,every nearby place had their menus set up,it took to pick out what to eat,1
19830,every nearby place had their menus set up,the motorcyclists gathered for the fourth,0
19831,it took to pick out what to eat,looked delicious,1
19832,it took to pick out what to eat,there was a great turn out at the protest,0
19833,looked delicious,we decided on a taco truck,1
19834,looked delicious,the family invited to the water,0
19835,we decided on a taco truck,a lot had and we stood in line  our,1
19836,we decided on a taco truck,my friend  likes to do skateboard tricks,0
19837,we got to go to the local farmer s market,there were local farmers selling all sorts or fruits and vegetables,1
19838,we got to go to the local farmer s market,visiting a cite with her dad,0
19839,there were local farmers selling all sorts or fruits and vegetables,some vendors had meats and cheeses and fresh fish,1
19840,there were local farmers selling all sorts or fruits and vegetables,hank and  s new years eve party,0
19841,some vendors had meats and cheeses and fresh fish,we had at the market s open air restaurant,1
19842,some vendors had meats and cheeses and fresh fish,there are shops and businesses near the shore,0
19843,the festivities began by the groom,a photo will be cherished,1
19844,the festivities began by the groom,the statue was worn out,0
19845,the couple never goes,his best friend got married,1
19846,the couple never goes,this rope had ants,0
19847,the soldiers stood as they unfolded the american flag,the chaplain started the funeral service,1
19848,the soldiers stood as they unfolded the american flag,the groom waits for,0
19849,the chaplain started the funeral service,the soldiers held the flag,1
19850,the chaplain started the funeral service,winter was very severe,0
19851,the soldiers held the flag,the soldier s children took a picture at the funeral,1
19852,the soldiers held the flag,a crowd,0
19853,the soldier s children took a picture at the funeral,the children and son took a picture at the funeral celebrating,1
19854,the soldier s children took a picture at the funeral,the three of decided to go on a bike,0
19855,the meeting was quite tense ,but some concessions were made  and diplomacy was advancing,1
19856,the meeting was quite tense ,mother grave someone had planted a tree,0
19857,but some concessions were made  and diplomacy was advancing,groups were successful,1
19858,but some concessions were made  and diplomacy was advancing,everyone is dressed up nice to attend the festival,0
19859,groups were successful,were some presentations of troops,1
19860,groups were successful,save the  we re getting married,0
19861,were some presentations of troops,speech to the public,1
19862,were some presentations of troops,was the host,0
19863,the kids arrived early to register,some girls sold candy,1
19864,the kids arrived early to register,the first day of preschool was very exciting,0
19865,some girls sold candy,they got their faces painted,1
19866,they got their faces painted,this boy to be a tiger,1
19867,they got their faces painted,we decided to get out and photograph city,0
19868,this boy to be a tiger,everyone had fun,1
19869,this boy to be a tiger,the teacher posed happily,0
19870,the tourists arrived in the city at sunset,they walked towards the buildings,1
19871,the tourists arrived in the city at sunset,the man was speechless did to say,0
19872,they walked towards the buildings,as they passed buildings,1
19873,they walked towards the buildings,two friends went downtown so they could their band play live,0
19874,as they passed buildings,they stopped to admire the new construction,1
19875,as they passed buildings,the party was getting loud,0
19876,they stopped to admire the new construction,the construction workers do a jobs,1
19877,they stopped to admire the new construction,i had a great time at the party,0
19878,mother the bride relaxing until its time to get ready,mother and,1
19879,mother the bride relaxing until its time to get ready,i found a basket of bread,0
19880,mother and,the,1
19881,mother and,the wedding week was beautiful,0
19882,the,the groom is trying to put on her belt,1
19883,the,this monument is huge,0
19884,the groom is trying to put on her belt,the cake looks delicious,1
19885,the groom is trying to put on her belt,i spent all day decorating the place,0
19886,i went to market to buy some spices,they,1
19887,they,it,1
19888,they,the brothers took a picture together,0
19889,it,i what i needed and i browsed for a bit more,1
19890,it,i got the parts,0
19891,i what i needed and i browsed for a bit more,i decided to buy some wine,1
19892,i what i needed and i browsed for a bit more,this is a sign of a socialist,0
19893,the table setting was gorgeous for the party,the ones were hungry  and ready to eat,1
19894,the table setting was gorgeous for the party,the musicians take pictures with,0
19895,the little ones look goofy in their hats,we sat and meal,1
19896,the little ones look goofy in their hats,i went to the park with my dog,0
19897,my college roommate s wedding was,you should have seen the breakfast,1
19898,my college roommate s wedding was,our cottage was so cute,0
19899,you should have seen the breakfast,the wedding was beautiful,1
19900,you should have seen the breakfast,he stood by the fish tank waiting,0
19901,the wedding was beautiful,looked amazing,1
19902,the wedding was beautiful,relaxing after the day our,0
19903,looked amazing,the cake was a work of art,1
19904,looked amazing,graduates file field,0
19905,the cake was a work of art,looked so happy,1
19906,the cake was a work of art,a father and daughter decided to go bowling,0
19907,looked so happy,watching them dance  it felt like the start tale,1
19908,looked so happy,a perfect 4th begins with friends and,0
19909,i was excited to take my dog snuggles to the meetup,there were dogs,1
19910,i was excited to take my dog snuggles to the meetup,we were to,0
19911,there were dogs,the outfits were i to find a friend,1
19912,there were dogs,this rope had ants,0
19913,the outfits were i to find a friend,a dog that looked perfect,1
19914,the outfits were i to find a friend,i decide to take a walk on a cold day,0
19915,a dog that looked perfect,i met and set up play dates for snuggles,1
19916,a dog that looked perfect,went to look for thrift stores,0
19917,sex sells everything,does it is,1
19918,sex sells everything,we,0
19919,does it is,put some hentai,1
19920,does it is,he was nervous,0
19921,my friends and i went to a club,we together some time for a good time,1
19922,my friends and i went to a club,love this style of french location,0
19923,we together some time for a good time,there were lots the,1
19924,we together some time for a good time,the church council gathered,0
19925,there were lots the,with the,1
19926,there were lots the,my vision board was,0
19927,with the,we had had fun,1
19928,with the,matso ball,0
19929,halloween was a special time,the house was decorated,1
19930,halloween was a special time,the family were preparing for the costume party,0
19931,the house was decorated,the decor was creepy,1
19932,the house was decorated,he had to take birthday shots,0
19933,the decor was creepy,lots snacks were waiting for the guests,1
19934,lots snacks were waiting for the guests,the combination of the decor made this a,1
19935,lots snacks were waiting for the guests,time for a soccer game,0
19936,had on the first day of school,he was leaving,1
19937,had on the first day of school,saved up enough money,0
19938,he was leaving,the baby brother said,1
19939,he was leaving,the chief came to,0
19940,the baby brother said,the kids will miss him,1
19941,the baby brother said,eleni was proud to be graduating,0
19942,the kids will miss him,they waited for him to get on the bus,1
19943,the kids will miss him,i traveled abroad to do some shopping  and i started in a shop,0
19944,an event planner pulls a,they are given a tour of the facilities,1
19945,an event planner pulls a,the man was and nervous to get married,0
19946,they are given a tour of the facilities,there are large open rooms are,1
19947,they are given a tour of the facilities,the crowd,0
19948,there are large open rooms are,takes a picture of the secondary parking lot,1
19949,there are large open rooms are,i took the kids to the bus stop,0
19950,takes a picture of the secondary parking lot,take a picture of the view showing a soccer field,1
19951,takes a picture of the secondary parking lot,my family came into town,0
19952,i moved into town,this house looks nice,1
19953,i moved into town,there was a book signing event,0
19954,this house looks nice,the kitchen is,1
19955,this house looks nice,i went to the flower garden,0
19956,not too big  not too small,the dining room is not my favorite color  but looks nice,1
19957,not too big  not too small,they visited the tourist attraction,0
19958,the dining room is not my favorite color  but looks nice,i will repaint it,1
19959,the dining room is not my favorite color  but looks nice,the man wore uniform,0
19960,i will repaint it,the living room is very nice,1
19961,i will repaint it,the it was very emotional,0
19962,the most important part of the house is the bathroom,it looks,1
19963,the most important part of the house is the bathroom,the banana was putrid ,0
19964,it looks,this is going to be the,1
19965,it looks,the couple looked artistic,0
19966,the friends went to the baseball game,the crowd was going wild,1
19967,the friends went to the baseball game,held a party contest,0
19968,the crowd was going wild,when the mascot arrived,1
19969,the crowd was going wild,our son showing of his new toy,0
19970,when the mascot arrived,he jumped around doing all kinds of crazy stuff,1
19971,when the mascot arrived,the turkey was cooked so,0
19972,he jumped around doing all kinds of crazy stuff,the game came to a close as it got dark,1
19973,he jumped around doing all kinds of crazy stuff,a deer follows a man,0
19974,eating dinner,bike riding to the studio,1
19975,eating dinner,the stairs meandered down the hillside among the  tropical vegetation,0
19976,bike riding to the studio,examining a canvas with cross,1
19977,bike riding to the studio,getting ready,0
19978,examining a canvas with cross,green paint spray on a canvas,1
19979,examining a canvas with cross,anti  war rallies were a think of the past,0
19980,the boys enjoyed working and making sure they could sit in the box,he thought his sister using a power tool was hilarious a case of giggles,1
19981,the boys enjoyed working and making sure they could sit in the box,josh went to the,0
19982,he thought his sister using a power tool was hilarious a case of giggles,he wants the cart to be perfect,1
19983,he thought his sister using a power tool was hilarious a case of giggles,the dog was nt prepared for what was about to happen,0
19984,he wants the cart to be perfect,hooking the carts was not an easy task,1
19985,he wants the cart to be perfect,the yearly family reunion had the best food,0
19986,hooking the carts was not an easy task,the project was worth the,1
19987,hooking the carts was not an easy task,the community came out to support the prostate cancer awareness,0
19988,the project was worth the,they could have a turn,1
19989,the project was worth the,we decided to visit a big city,0
19990,the guys working in the yard,our family dinner,1
19991,the guys working in the yard,friends having fun the party,0
19992,our family dinner,plenty to go around,1
19993,our family dinner,i need to do a painting of  so i took,0
19994,plenty to go around,decided to read the kids a story,1
19995,plenty to go around,there is a long drive to the party,0
19996,decided to read the kids a story,she,1
19997,decided to read the kids a story,i took my children to festival,0
19998,the school was full,the men dressed,1
19999,the school was full,i went for walk,0
20000,the men dressed,how well organized the event was,1
20001,the men dressed,the soldiers stood as they unfolded the american flag,0
20002,how well organized the event was,the men were coordinated,1
20003,how well organized the event was,breakfast started out,0
20004,the men were coordinated,i drove my car home,1
20005,the men were coordinated,the kids were excited about the first day,0
20006,we worked on fixing the device,it was easier working as a group,1
20007,we worked on fixing the device,someone is in the bushes,0
20008,it was easier working as a group,we,1
20009,it was easier working as a group,it is early,0
20010,we,we trained as a group,1
20011,we,festive snacks were laid out before the carving began,0
20012,and i decided to start my dressing like a horse,my friend  put halloween cupcakes for the party,1
20013,and i decided to start my dressing like a horse,are the,0
20014,my friend  put halloween cupcakes for the party,i could only describe as zombie swan lake,1
20015,my friend  put halloween cupcakes for the party,signs a book for one of his fans,0
20016,i could only describe as zombie swan lake,she put on behind a red sheet,1
20017,i could only describe as zombie swan lake,went round to out friends house for a party,0
20018,she put on behind a red sheet,we all posed for pictures together ,1
20019,she put on behind a red sheet,i went for a walk through the woods,0
20020,our family stayed in a resort that had a large swimming pool,the baby spent a lot of time sleeping,1
20021,our family stayed in a resort that had a large swimming pool,marge worked hard,0
20022,the baby spent a lot of time sleeping,mom sat down watching the kids playing,1
20023,the baby spent a lot of time sleeping,the fire department is located in bear lane,0
20024,mom sat down watching the kids playing,some members hang out at the pool,1
20025,mom sat down watching the kids playing,my son plays soccer,0
20026,some members hang out at the pool,the boys played basket ball,1
20027,some members hang out at the pool,cooking a thanksgiving dinner,0
20028,the boys played basket ball,we would return to this resort next summer,1
20029,the boys played basket ball,i bought a new camera,0
20030,we visited and loved every minute,a visit to was the highlight,1
20031,we visited and loved every minute,it was our first dinner,0
20032,a visit to was the highlight,s female,1
20033,a visit to was the highlight,when i the it was just time,0
20034,s female,the rivers were full of spawning salmon and,1
20035,s female,i looked the it was my,0
20036,the rivers were full of spawning salmon and,the best part of was the near solitude,1
20037,the rivers were full of spawning salmon and,i stopped off for some food,0
20038,the church the couple had chosen for their wedding was gorgeous,the wedding was in full swing looked,1
20039,the church the couple had chosen for their wedding was gorgeous,i graduated,0
20040,the wedding was in full swing looked,the bride groom were the most gorgeous,1
20041,the wedding was in full swing looked,anything means,0
20042,the bride groom were the most gorgeous,everyone was having fun and the,1
20043,everyone was having fun and the,everyone danced  the night was amazing,1
20044,everyone was having fun and the,the day has arrived and i have to get ready,0
20045,today was a typical fun day,i a,1
20046,today was a typical fun day,i was on a mission to rescue the princess,0
20047,i a,we all sat around the table,1
20048,i a,walking int he market on a sunny day,0
20049,we all sat around the table,my brothers sat on the floor,1
20050,we all sat around the table,the fire burned in an biblical way,0
20051,my brothers sat on the floor,my brother fell asleep on the sofa,1
20052,my brothers sat on the floor,today was the big day,0
20053,a fun event was planned,kid is helping out with the saw,1
20054,a fun event was planned,tonight we rave,0
20055,kid is helping out with the saw,these kids are learning all about how to make stuff out wood,1
20056,these kids are learning all about how to make stuff out wood,a real hands on experience is being given to the children,1
20057,these kids are learning all about how to make stuff out wood,we got on a subway,0
20058,the city was filled with buildings,the choir gathered and sang a melody,1
20059,the city was filled with buildings,i went for a walk through the woods,0
20060,the choir gathered and sang a melody,i smile for the camera,1
20061,the choir gathered and sang a melody,was race qualifiers,0
20062,i smile for the camera,two women pose and my dog,1
20063,i smile for the camera,the countdown,0
20064,two women pose and my dog,the dog appears to smile for the camera well,1
20065,two women pose and my dog,so much to see and i,0
20066,the pre  game antics were amusing,the team bear was funny,1
20067,the pre  game antics were amusing,the violinist began to play,0
20068,the team bear was funny,the 2 star player squared off,1
20069,the team bear was funny,there is a local street fair   to old typewriters,0
20070,the 2 star player squared off,smart took off on a run,1
20071,the 2 star player squared off,had their first date,0
20072,smart took off on a run,the game winning,1
20073,smart took off on a run,the man had gotten his diploma,0
20074,the cake was,the family made sure lighting the fireworks,1
20075,the cake was,today was the big day,0
20076,the family made sure lighting the fireworks,one of the best fireworks concluded the family festivities,1
20077,the family made sure lighting the fireworks,we got our friends,0
20078,the lights lit up the night dizzy,the dragon coaster was mom s favorite,1
20079,the lights lit up the night dizzy,i got to watch get married this,0
20080,the dragon coaster was mom s favorite,the arcade games had funniest stuffed monkeys as prizes,1
20081,the arcade games had funniest stuffed monkeys as prizes,trying to win,1
20082,the arcade games had funniest stuffed monkeys as prizes,i had to finish the construction project as fast as possible,0
20083,the where you wait,this is what the operating room used to look like,1
20084,the where you wait,they,0
20085,this is what the operating room used to look like,he is a doctor,1
20086,this is what the operating room used to look like,enjoying day,0
20087,he is a doctor,is a picture of things,1
20088,he is a doctor,i met a girl in an game,0
20089,is a picture of things,making a doctor s visit more comfortable,1
20090,is a picture of things,i went to the beach,0
20091,at the park,we had the babies,1
20092,at the park,this was my first day take,0
20093,a prayer circle,i think i need a new tattoo to commemorate the occasion,1
20094,a prayer circle,they filled the street overhead,0
20095,there was a crowd we got,pictures near the fountain,1
20096,there was a crowd we got,the newlyweds celebrated with the woman s parents,0
20097,s the family eating food,their is nt enough,1
20098,s the family eating food,what this person was doing,0
20099,their is nt enough,encourage to eat much food  even the kid has cup,1
20100,their is nt enough,the venue was comfortable,0
20101,encourage to eat much food  even the kid has cup,some people need a break from eating too food,1
20102,encourage to eat much food  even the kid has cup,so today was our big reward celebration,0
20103,some people need a break from eating too food,people like to read after eating too,1
20104,some people need a break from eating too food,signing the contracts,0
20105,the crowd,protesters,1
20106,the crowd,happy halloween ,0
20107,a coffin was brought in for effect,there was praying,1
20108,a coffin was brought in for effect,the valley was spacious and open,0
20109,we decided to take a walk through downtown,we stopped to have a bite to eat,1
20110,we decided to take a walk through downtown,i was born and i love to go back to visit,0
20111,we stopped to have a bite to eat,there were we saw,1
20112,we stopped to have a bite to eat,we had the fire company come the better the trees were,0
20113,there were we saw,some of the apartment buildings downtown are,1
20114,there were we saw,i went to the wedding,0
20115,some of the apartment buildings downtown are,this building had,1
20116,some of the apartment buildings downtown are,was my birthday,0
20117,and the girls of chestnut night school came out to support male,he took of ,1
20118,and the girls of chestnut night school came out to support male,we for a,0
20119,he took of ,the band the slam dunk,1
20120,he took of ,organization organization organization fans come from to celebrate every year,0
20121,the play i was was fabulous,this is,1
20122,the play i was was fabulous,preparing the bike for the trip,0
20123,this is,i was styling my curlers,1
20124,this is,i went to my first beer tasting,0
20125,i was styling my curlers,do nt look i  m,1
20126,i was styling my curlers,during the charity athletics event  people showed up,0
20127,do nt look i  m,i cried my lines,1
20128,do nt look i  m,these were pics i took july,0
20129,i cried my lines,my,1
20130,i cried my lines,parents,0
20131,my,she screamed and over,1
20132,my,went to,0
20133,she screamed and over,the,1
20134,she screamed and over,hall my sister graduated was beautiful,0
20135,the,i would have chose different but they were perfect assholes,1
20136,the,everyone lines up before the race starts,0
20137,i would have chose different but they were perfect assholes,no,1
20138,i would have chose different but they were perfect assholes,the groom was nervous,0
20139,no,we do nt eat meat,1
20140,no,we a great free,0
20141,we do nt eat meat,we turned up our noses,1
20142,we do nt eat meat,training these boys for a long time,0
20143,we turned up our noses,the wiener monologues were so much,1
20144,we turned up our noses,we threw granny a big birthday party,0
20145,the buffet had food to choose,there was the kind people that eat healthy,1
20146,the buffet had food to choose,it is the start of a rose competition,0
20147,there was the kind people that eat healthy,there was kind for people more interested in meat,1
20148,there was the kind people that eat healthy,i visited location location with my family,0
20149,there was kind for people more interested in meat,people had no idea about,1
20150,people had no idea about,that was nice to look at and looked delicious,1
20151,people had no idea about,the students collaborated on a project,0
20152,started the open mike night off,playing some kind of country hybrid song,1
20153,started the open mike night off,food is being prepared for the party,0
20154,we eat a hearty breakfast before setting on our nature walk,the meadow is full of flora and fauna,1
20155,we eat a hearty breakfast before setting on our nature walk,the water ran,0
20156,the meadow is full of flora and fauna,these flowers stand out against fields,1
20157,the meadow is full of flora and fauna,the prom is and everyone looks great,0
20158,these flowers stand out against fields,the orchids are the flowers,1
20159,these flowers stand out against fields,is going on a stroll,0
20160,the orchids are the flowers,but my favorite thing is the leaning trees,1
20161,the orchids are the flowers,teaching children about can be fun,0
20162,this women came she entered the real world,the real world had,1
20163,the real world had,she even made friends with a few ladies,1
20164,the real world had,the pickup day started without a hitch,0
20165,she even made friends with a few ladies,one her friends fainted and she needed,1
20166,she even made friends with a few ladies,halloween was scary monsters and,0
20167,one her friends fainted and she needed,the women offered her true friendship,1
20168,one her friends fainted and she needed,the girl is celebrating her graduation,0
20169,i went to a club,was it,1
20170,i went to a club,this is the,0
20171,was it,i went and took pictures people,1
20172,was it,the family arrived for a day fun,0
20173,i went and took pictures people,the band was upstairs too,1
20174,i went and took pictures people,it was a sunny afternoon,0
20175,the conference opens with an announcement of organization tv crowd,people are roaming about the conference floor to get their eyes,1
20176,the conference opens with an announcement of organization tv crowd,we braved the weather,0
20177,people are roaming about the conference floor to get their eyes,the iphone is encased in a circular shell,1
20178,people are roaming about the conference floor to get their eyes,my ceo gave his presentation,0
20179,a group of and i drove to visit a church,day together,1
20180,a group of and i drove to visit a church,i found a basket of bread,0
20181,day together,there was a bird flying in the sky i have,1
20182,day together,i my son s band play at a bar,0
20183,there was a bird flying in the sky i have,the day was sunny and cloudy,1
20184,there was a bird flying in the sky i have,we went,0
20185,our daughter was voted homecoming,she s a star cheerleader,1
20186,our daughter was voted homecoming,walls had to be plastered,0
20187,she s a star cheerleader,my daughter is popular,1
20188,she s a star cheerleader,he looked on at the sign emblazoned with this is war and contemplated,0
20189,my daughter is popular,even the band loves,1
20190,my daughter is popular,it is to see the screen from here,0
20191,even the band loves,practice makes perfect,1
20192,even the band loves,was my friends wedding day,0
20193,practice makes perfect,the team quarterback was voted king,1
20194,practice makes perfect,the bride s guests were ready to eat,0
20195,the team quarterback was voted king,he my daughter,1
20196,the team quarterback was voted king,loved being on his soccer team,0
20197,a ceo came to our school,he came to do a presentation to our economics class,1
20198,a ceo came to our school,josh went to the,0
20199,he came to do a presentation to our economics class,he used a projector and slides make it easier to understand,1
20200,he came to do a presentation to our economics class,i love kittens,0
20201,he used a projector and slides make it easier to understand,he was all engaged in the presentation,1
20202,he used a projector and slides make it easier to understand,was make got icey,0
20203,he was all engaged in the presentation,he took questions,1
20204,it was a nice day to hit the slopes,everyone was ready to enjoy,1
20205,it was a nice day to hit the slopes,i arrived at my friend s halloween party,0
20206,everyone was ready to enjoy,the sky was clear and the slopes,1
20207,everyone was ready to enjoy,we decorated cookies,0
20208,the sky was clear and the slopes,these slopes can get high,1
20209,the sky was clear and the slopes,is read a book to a bear day,0
20210,these slopes can get high,a day was had,1
20211,these slopes can get high,the job corp had people working,0
20212,a day was had,they ca nt wait to go back,1
20213,a day was had,reading a magazine,0
20214,we and took pictures,our goal was to get ideas for our new apartment,1
20215,we and took pictures,we went into city today for the parade,0
20216,our goal was to get ideas for our new apartment,we liked contrasting colors,1
20217,our goal was to get ideas for our new apartment,our first to location,0
20218,we liked contrasting colors,sceneries were,1
20219,sceneries were,we and asked them buy,1
20220,sceneries were,male loved his cat,0
20221,there to eat  i wanted buy,there were healthy options,1
20222,there to eat  i wanted buy,the graduation ceremony was long,0
20223,there were healthy options,it was,1
20224,there were healthy options,the church was an amazing old building,0
20225,it was,afterwards we took a walk into town,1
20226,it was,cmon,0
20227,afterwards we took a walk into town,there were old cars zoomed,1
20228,afterwards we took a walk into town,visiting a flea market for the fish,0
20229,he made a board,there assignment was to post their dreams,1
20230,he made a board,held a party contest,0
20231,there assignment was to post their dreams,their,1
20232,there assignment was to post their dreams,decided to scope out the area,0
20233,they took their to appreciate the art,there were paintings and,1
20234,they took their to appreciate the art,a night out was a lot of fun,0
20235,there were paintings and,there was a drawing of the building,1
20236,there were paintings and,the bleak weather could nt ruin the outlook of our wonderful wedding day,0
20237,was a,a hike seemed,1
20238,was a,it was,0
20239,a hike seemed,spring was the best time to hike,1
20240,a hike seemed,we got to the bar there were a there,0
20241,spring was the best time to hike,rock climbing was good,1
20242,spring was the best time to hike,i m going to sit back and wait for the fireworks display,0
20243,rock climbing was good,the views were magnificent,1
20244,rock climbing was good,i enjoy going to the exploratorium workshop,0
20245,a helicopter flew high and displayed the flag, i took a picture of the architecture,1
20246,a helicopter flew high and displayed the flag,the star wars convention was amazing,0
20247, i took a picture of the architecture,the city was full of life,1
20248, i took a picture of the architecture,does nt  female look,0
20249,the city was full of life,we visited the cathedral to scout the statue,1
20250,the city was full of life,the meeting was quite tense ,0
20251,we visited the cathedral to scout the statue,we arrived and took a great photo,1
20252,we visited the cathedral to scout the statue,lots of family members came to attend the reunion,0
20253,our vacation this year was camping in the great outdoors,we were,1
20254,our vacation this year was camping in the great outdoors,i went to the park,0
20255,we were,we in the tree near our,1
20256,we were,there,0
20257,we in the tree near our,a beautiful,1
20258,we in the tree near our,this we geared our bikes out a little adventure,0
20259,a beautiful,i went to the store to stock up husband set,1
20260,a beautiful,looking at monument on out bedroom window,0
20261,i went to the store to stock up husband set,my husband had everything set up and was lounging in his chair,1
20262,i went to the store to stock up husband set,i took a trip with my camper in tow,0
20263,my husband had everything set up and was lounging in his chair,this was,1
20264,my husband had everything set up and was lounging in his chair,today was the day of the polar plunge for,0
20265,this was,we went to bed we saw this,1
20266,this was,children await for the event to happen,0
20267,we went to bed we saw this,was,1
20268,we went to bed we saw this,my town had a snowstorm,0
20269,i,there the street,1
20270,i,this is my place of employment,0
20271,there the street,it was raining,1
20272,there the street,said goodbye to kitty,0
20273,we saw,the sunrise was gorgeous the next,1
20274,we saw,pulled up,0
20275,the sunrise was gorgeous the next,we saw a shooting star,1
20276,the sunrise was gorgeous the next,what can be better than,0
20277,we saw a shooting star,the sunset and the buildings was beautiful,1
20278,we saw a shooting star,we went to the parade,0
20279,the sunset and the buildings was beautiful,we ended watching the sun go,1
20280,the sunset and the buildings was beautiful,the students arrived to the ceremony at organization,0
20281,the crowd arrived,the presenter offered a lecture the crowd,1
20282,the crowd arrived,the weather was cold,0
20283,the presenter offered a lecture the crowd,the speakers would allow the audience to ask questions,1
20284,the presenter offered a lecture the crowd,male  is passionate about his stand for aid,0
20285,the speakers would allow the audience to ask questions,when the lecture was done the room,1
20286,the speakers would allow the audience to ask questions,there were at the halloween,0
20287,when the lecture was done the room,in the conference was serving food to the guests,1
20288,when the lecture was done the room,today is the day of the march,0
20289,halloween is her favorite holiday,this boy picked the pumpkins they,1
20290,halloween is her favorite holiday,we had been working to finish building our space ball,0
20291,this boy picked the pumpkins they,she she is going to carve on her pumpkin,1
20292,this boy picked the pumpkins they,i love looking at my great grandparents pictures,0
20293,she she is going to carve on her pumpkin,he wants to carve batman on his pumpkin,1
20294,she she is going to carve on her pumpkin,i went to hati rebuild,0
20295,he wants to carve batman on his pumpkin,she ca nt decide which pumpkin she wants to take home,1
20296,he wants to carve batman on his pumpkin,an event planner pulls a,0
